NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	5.5	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	6.0	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	6.5	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	7.0	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	7.5	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	8.0	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	8.5	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	9.0	-4.08	
NGC 1426	\	21.5	2.23	17.53	3.62	1.35	0.85	4.91	10.07	8.54	-4.87	9.5	-4.08	
